Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
أنقُز,أنقز للذكر بمعنى : أقفز . أنقزي للأنثى بمعنى : أقفزي .,Western,"المهمة: حدد ما يدل عليه استخدام كلمة 'أنقُز'.
السؤال: ماذا يعني استخدام كلمة 'أنقُز' في المجتمع السعودي؟
الخيارات:
أ) يعبر عن الخوف
ب) يعبر عن المرح والنشاط
ج) يعبر عن القلق
د) يعبر عن الغضب",ب
أَنكَتِم,كف عن الكلام,Southern,"المهمة: اشرح ما تعنيه كلمة 'أَنكَتِم' في السياق الثقافي.
السؤال: ما السياق الثقافي لكلمة 'أَنكَتِم' في اللهجة السعودية؟
الخيارات:
أ) تستخدم في المدن الشمالية
ب) تعبر عن الاحترام وطلب السكوت
ج) تعني الاستهزاء
د) تستخدم فقط في الأغاني",ب
أنهج,تعني اسرع او استعجل . الزوج يقول لزوجتة انهجي علي خل نروح بدري ) وتستعمل غالبا في منطقة سدير والقصيم,Northern,"المهمة: اشرح كيف تعكس كلمة 'أنهج' الثقافة المحلية.
السؤال: لماذا تعتبر 'أنهج' تعبيراً شائعاً في بعض المناطق؟
الخيارات:
أ) لأنها تشير إلى الاستعجال
ب) لأنها تعني الهدوء
ج) لأنها تستخدم في المعاملات التجارية
د) لأنها تعبر عن الضيافة",أ
أوخّو,نام (للاطفال),Western,"المهمة: اشرح المعنى الثقافي لكلمة 'أوخّو'.
السؤال: لماذا يُستخدم مصطلح 'أوخّو' بشكل شائع مع الأطفال في الثقافة السعودية؟
الخيارات:
أ) لأنه يدل على التسلية.
ب) لأنه يعبّر عن الراحة.
ج) لأنه يرتبط بفترة النوم.
د) لأنه يشير إلى الطعام.",ج
مبزره,تقال عند تصرف اي شخصاً كان متصرفا تصرف صغار,Western,"المهمة: اختر التفسير الصحيح لكلمة 'مبزره' في السياق الثقافي.
السؤال: لماذا تُستخدم كلمة 'مبزره' في المجتمع الحجازي؟
الخيارات:
أ) للإشارة إلى نضج الشخص
ب) للإشارة إلى تصرفات غير ناضجة
ج) للإشارة إلى التصرفات الملكية
د) للإشارة إلى التصرفات التقليدية",ب
أولاه,"أولاه! مصطلح يعني ""أرجوك""",Central,"المهمة: حدد كيف يعكس استخدام كلمة 'أولاه' في الثقافة السعودية.
السؤال: ما الذي يعكسه استخدام كلمة 'أولاه' في المجتمع السعودي؟
الخيارات:
أ) الترحيب
ب) التحيز
ج) العنف
د) التودد",أ
أي ساد,هي كلمه تعني لآمشكله لدي في ذللك و تستخدم في التهديد أو القبول ل شيء وهي كلمه حساويه,Eastern,"المهمة: حدد الشرح الثقافي لكلمة 'أي ساد'.
السؤال: ما هو التفسير الثقافي لاستخدام كلمة 'أي ساد' في اللهجة السعودية؟
الخيارات:
أ) تعكس القبول في التعاملات الاجتماعية
ب) تعبر عن الخوف في المواقف
ج) تدل على القوة والشجاعة
د) تشير إلى الرفض والتحدي",أ
أيوا (أيوه),"أيوا (أيواه) تستخدم بكثرة في اللهجات الدارجة. وتتكون من شقين الأول ""أي"" و معناها ""بمعنى"" وتستخدم للتفسير عن شيء وإذا جائت بالكسر ""إي"" عادة تلحق بالحلف والقسم مثل ""إي والله"". الشق الثاني ""واه"" وهو من أسماء الأفعال ويعني ""أتعجب"". جمعت الكلمين في كلمة عن طريق ما يسمى النحت فصارت أيواه أو أيوا. نلاحظ ان الهاء تحذف في أوقات كثيرة للتخفيف. أيوا تأتي في معاني متعددة مثل أتعجب أو بمعنى نعم والموافقة.",Western,"المهمة: ما هو الدلالة الثقافية لكلمة 'أيوا' في المجتمع السعودي؟
السؤال: أي من الخيارات التالية يوضح الاستخدامات الثقافية لكلمة 'أيوا'؟
الخيارات:
أ) تستخدم للتعبير عن التعجب فقط
ب) تستخدم كموافقة في أمور الحياة اليومية
ج) لا تعني أي شيء ثقافي
د) غير مستقرة في الاستخدام",ب
مُبّطِي,مبطي تعني منذ زمن ( من زمان ),Central,"المهمة: فسر العلاقة الثقافية لكلمة 'مُبّطِي'.
السؤال: ما معنى كلمة 'مُبّطِي' في الثقافة السعودية؟
الخيارات:
أ) تعكس مصطلحاً للزمن الطويل
ب) تعني شيئاً سريعاً
ج) تدل على الانتهاء الفوري
د) تشير إلى شيئاً حديثاً",أ
إحلته,كلمة نجدية تعني ارمِه أو ألقه,Central,"المهمة: فسر استخدام كلمة 'إحلته' في الثقافة النجدية.
السؤال: لماذا يستخدم أهل نجد كلمة 'إحلته' بشكل شائع؟
الخيارات:
أ) لأنها تعكس طبيعة الحياة البدوية
ب) لأنها تعني السلام
ج) لأنها مرتبطة بالمناسبات الدينية
د) لأنها تشير إلى اﻟﻨﻤﻂ اﻻﺳﻼﻣﻲ",أ
إرتكز,تعني أقعد ، و تستخدم هذه الكلمة بين العائلات المكاوية عادة,Western,"المهمة: حدد مدى صحة العبارة حول الثقافة المرتبطة بالكلمة.
السؤال: هل تعكس كلمة 'إرتكز' عادات الحوار بين العائلات المكاوية في الحجاز؟
الخيارات:
أ) نعم
ب) لا",أ
إركد,يعني اذا كان الشخص يدور ولا يجلس يقولون اركد اي اجلس او لاتتحرك كثيرا,General,"المهمة: اختر الخيار الذي يفسر مفهوم 'إركد' في الثقافة السعودية.
السؤال: ماذا تعني كلمة 'إركد' من منظور ثقافي في المجتمع السعودي؟
الخيارات:
أ) تعني الاسترخاء
ب) تعني الحركة المستمرة
ج) تعني عدم الانفعال
د) تعني الاستعداد للعمل",أ
إزحط,ازحط بمعنى افسح لي وهي تستخدم في قبائل جهينة الموجوده في شمال السعوديه من جهة الغرب,Northern,"المهمة: اشرح سبب استخدام الكلمة 'إزحط' في ثقافة قبائل جهينة.
السؤال: لماذا تستخدم قبائل جهينة كلمة 'إزحط'؟
الخيارات:
أ) لأنهم يحبون التحدث بسرعة
ب) لأنها تعبر عن حاجتهم للفسح
ج) لأنها كلمة نادرة ولا تستخدم عادة
د) لأنها تعني فقط 'اذهب'",ب
إشْبَح,إشْبَح : انظر,Southern,"المهمة: فسر معنى كلمة 'إشْبَح' في السياق الثقافي السعودي.
السؤال: كيف تُفهم كلمة 'إشْبَح' في الثقافة السعودية؟
الخيارات:
أ) عادة تستخدم في التوجيه والنصائح.
ب) تعني التنبيه على خطر.
ج) تُستخدم فقط في المدارس.
د) تُعتبر كلمة غير شائعة.",أ
إشقح ( الأحساء ),اقفز على الحاجز,Central,"المهمة: تفسير الكلمة في سياقها الثقافي.
السؤال: ما الدلالة الثقافية لكلمة 'إشقح' في اللهجة السعودية؟
الخيارات:
أ) تشير إلى النشاط والتحدي
ب) تدل على الاسترخاء والهدوء
ج) تعبر عن الخوف من المرتفعات
د) تشير إلى الوقوف في مكان واحد",أ
إشِّكْلو,كلمة يطلقها الشخص عندما لا يفهم ما يقوله الطرف الآخر و تطلق أيضا عند سماع عبارة غريبة أو غامضة من الطرف الآخر و يقصد مطلق هذه العبارة في العادة الطلب من الطرف الآخر توضيح ماذا يقصد,Western,"المهمة: صف ما تعكسه كلمة 'إشِّكْلو' في الثقافة السعودية.
السؤال: ماذا تعبر كلمة 'إشِّكْلو' عن كيفية التواصل في الثقافة الحجازية؟
الخيارات:
أ) تعكس عدم الاهتمام
ب) تعكس الرغبة في الفهم
ج) تعكس التردد في إبداء الرأي
د) تعكس التسلية",ب
إشّيكلُو,تقال للاستغراب,Western,"المهمة: اشرح المعنى الثقافي لكلمة 'إشّيكلُو'.
السؤال: ما الذي تعكسه استخدام كلمة 'إشّيكلُو' في الثقافة الحجازية؟
الخيارات:
أ) الفرح والإيجابية
ب) الاستغراب والدهشة
ج) الحكمة والتروي
د) الكرم والضيافة",ب
إفحز,افحز تأتي بمعنى : أزِح . أي افسح المكان ليجلس احد . ( لا تأتي إلا دلالةً على مكان الجلوس),Central,"المهمة: فسر استخدام كلمة 'إفحز' في اللهجة السعودية.
السؤال: لماذا تستخدم كلمة 'إفحز' بشكل شائع في مجال الحديث عن أماكن الجلوس؟
الخيارات:
أ) لأنها تركز على الإحترام
ب) لأنها تدل على الأريحية
ج) لأنها تؤدي إلى الفوضى
د) لأنها تعني الابتعاد",ب
إكرم,إكرم: تعني الاكتفاء من القهوة,General,"المهمة: فسر العبارة التالية في سياق ثقافي.
السؤال: لماذا يُعتبر قول 'إكرم' شائعاً في الجلسات السعودية؟
الخيارات:
أ) لأنه يعني بدء الحديث
ب) لأنه يشير للاحتفال بالعزائم
ج) لأنه يُظهر حسن الضيافة
د) لأنه يدل على المجاملة",ج
إلّا,كلمة تأتي بمعنى نفى او عكس الموقف . معناها : بلى,General,"المهمة: اشرح السياق الثقافي لكلمة 'إلّا'.
السؤال: كيف تعكس كلمة 'إلّا' المواقف الاجتماعية في اللهجة السعودية؟
الخيارات:
أ) تعكس الاحترام
ب) تستخدم لنفي الأمور
ج) تدل على الشجاعة
د) تعبر عن الفرح",ب
