Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
أيوا (أيوه),"أيوا (أيواه) تستخدم بكثرة في اللهجات الدارجة. وتتكون من شقين الأول ""أي"" و معناها ""بمعنى"" وتستخدم للتفسير عن شيء وإذا جائت بالكسر ""إي"" عادة تلحق بالحلف والقسم مثل ""إي والله"". الشق الثاني ""واه"" وهو من أسماء الأفعال ويعني ""أتعجب"". جمعت الكلمين في كلمة عن طريق ما يسمى النحت فصارت أيواه أو أيوا. نلاحظ ان الهاء تحذف في أوقات كثيرة للتخفيف. أيوا تأتي في معاني متعددة مثل أتعجب أو بمعنى نعم والموافقة.",Western,"المهمة: حدد المكان الذي تُستخدم فيه كلمة 'أيوا' بشكل رئيسي.
السؤال: أي منطقة سعودية تُستخدم فيها كلمة 'أيوا' أكثر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
مُبّطِي,مبطي تعني منذ زمن ( من زمان ),Central,"المهمة: حدد المنطقة التي يُستخدم فيها هذا المصطلح بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'مُبّطِي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الباحة",د
إحلته,كلمة نجدية تعني ارمِه أو ألقه,Central,"المهمة: حدد المدينة التي يمكن أن تستخدم فيها كلمة 'إحلته' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'إحلته' بشكل أكبر؟
الخيارات:
أ) نجد
ب) الدمام
ج) الحجاز
د) حائل",أ
إرتكز,تعني أقعد ، و تستخدم هذه الكلمة بين العائلات المكاوية عادة,Western,"المهمة: حدد أي منطقة تستخدم كلمة 'إرتكز' بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'إرتكز' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
إركد,يعني اذا كان الشخص يدور ولا يجلس يقولون اركد اي اجلس او لاتتحرك كثيرا,General,"المهمة: اختر الدولة التي تستخدم كلمة 'إركد' بشكل رئيسي.
السؤال: في أي دولة تُستخدم كلمة 'إركد' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) عمان
د) البحرين",أ
إزحط,ازحط بمعنى افسح لي وهي تستخدم في قبائل جهينة الموجوده في شمال السعوديه من جهة الغرب,Northern,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'إزحط' بشكل أكبر.
السؤال: أين يُستخدم المصطلح 'إزحط' بشكل أكثر شيوعاً؟
الخيارات:
أ) الشمال
ب) الدمام
ج) الغرب
د) الوسطى",أ
إشْبَح,إشْبَح : انظر,Southern,"المهمة: حدد المكان الذي تُستخدم فيه كلمة 'إشْبَح' بشكل شائع.
السؤال: في أي منطقة سعودية تُستخدم الكلمة 'إشْبَح'؟
الخيارات:
أ) الوسطى
ب) الشرق
ج) الغرب
د) الجنوب",د
إشقح ( الأحساء ),اقفز على الحاجز,Central,"المهمة: تحديد المنطقة التي يُستخدم فيها المصطلح.
السؤال: أين يُستخدم المصطلح 'إشقح' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) الكويت
ج) المنامة
د) البحرين",أ
إشِّكْلو,كلمة يطلقها الشخص عندما لا يفهم ما يقوله الطرف الآخر و تطلق أيضا عند سماع عبارة غريبة أو غامضة من الطرف الآخر و يقصد مطلق هذه العبارة في العادة الطلب من الطرف الآخر توضيح ماذا يقصد,Western,"المهمة: حدد المنطقة الأكثر ارتباطًا بكلمة 'إشِّكْلو'.
السؤال: أين يُستخدم المصطلح 'إشِّكْلو' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",ب
إشّيكلُو,تقال للاستغراب,Western,"المهمة: حدد المنطقة التي يكثر فيها استخدام كلمة 'إشّيكلُو'.
السؤال: في أي مدينة سعودية تستخدم كلمة 'إشّيكلُو' بشكل رئيسي؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
إفحز,افحز تأتي بمعنى : أزِح . أي افسح المكان ليجلس احد . ( لا تأتي إلا دلالةً على مكان الجلوس),Central,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'إفحز'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'إفحز' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) حائل",أ
إكرم,إكرم: تعني الاكتفاء من القهوة,General,"المهمة: حدد المنطقة التي يتم فيها استخدام كلمة 'إكرم' بشكل شائع.
السؤال: أي من الدول التالية تستخدم المصطلح 'إكرم' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) الكويت
د) البحرين",أ
إلّا,كلمة تأتي بمعنى نفى او عكس الموقف . معناها : بلى,General,"المهمة: حدد أين يستخدم المصطلح 'إلّا' بشكل أكثر شيوعاً.
السؤال: أي منطقة في دول الخليج العربي تستخدم المصطلح 'إلّا' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
إلفز,إلفزه >>يعني خبأه أو إتركه أو ألقيه في مكان لايعلم أحد .,General,"المهمة: تحديد الدولة أو المنطقة التي تستخدم فيها كلمة 'إلفز'.
السؤال: في أي دولة يُستخدم المصطلح 'إلفز' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) الكويت
د) الإمارات",أ
إلين,إلين: حرف جر مرادف لكلمة إلى. ملاحظة/ الكلمة منحوتة من (إلى-أين),General,"المهمة: حدد الدولة التي تُستخدم فيها الكلمة 'إلين' بشكل رئيسي.
السؤال: في أي دولة تستخدم كلمة 'إلين' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
قوطه,هذا كلمه معناها طماطم,Southern,"المهمة: حدد أين يُستخدم المصطلح 'قوطه' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'قوطه' بشكل رئيسي؟
الخيارات:
أ) الجنوب
ب) الرياض
ج) الدمام
د) مكة",أ
إنطم,بمعنى : اخرس ويقولها عادة الشخص الضجران للشخص الاخر اذا خالفه في وجهة النظر,Central,"المهمة: اختر المنطقة التي يرتبط بها استخدام كلمة 'إنطم' بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'إنطم' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",أ
إنقلع,تعني أغرب عن وجهي .,General,"المهمة: حدد الدولة التي يُستخدم فيها المصطلح 'إنقلع' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'إنقلع' بشكل أكثر شيوعاً؟
الخيارات:
أ) السعودية
ب) الكويت
ج) عمان
د) قطر",أ
إيت,تعال. هذا المصطلح من منطقة حائل.,Northern,"المهمة: حدد الموقع الجغرافي الذي يُستخدم فيه المصطلح 'إيت' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'إيت' بشكل أكثر شيوعًا؟
الخيارات:
أ) الرياض
ب) حائل
ج) جده
د) الدمام",ب
مسفح,يعني طاير في العجة وهو ماعنده ماعند جدتي يعني بالعربي الفصيح من جنب العارضة,Central,"المهمة: حدد المنطقة التي يتواجد فيها مصطلح 'مسفح'.
السؤال: أي منطقة من المناطق السعودية الأكثر استخدامًا لكلمة 'مسفح'؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام",أ
إيوة,بمعنى (نعم),Southern,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'إيوة' بشكل رئيسي.
السؤال: في أي منطقة سعودية يستخدم المصطلح 'إيوة' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
كلبوهم.,كلبوهم: أي جميعهم. ملاحظة: الكلمة تعرضت لظاهرة النحت. وأصلها كل أبوهم.,General,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'كلبوهم' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'كلبوهم' بشكل رئيسي؟
الخيارات:
أ) البحرين
ب) الإمارات
ج) الكويت
د) المملكة العربية السعودية",د
ابزم,اسكت,General,"المهمة: حدد المنطقة أو الدولة التي تُستخدم فيها كلمة 'ابزم'.
السؤال: في أي دولة يُستخدم المصطلح 'ابزم' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
ابك,هو مصطلح ل قبيلتي عنزه و عتيبة و تعني انصت و استمع ولكن من قلة الادب ان تقولها ل من هم اكبر منك سناً,Central,"المهمة: حدد المنطقة التي يُستخدم المصطلح 'ابك' بشكل شائع.
السؤال: في أي منطقة في المملكة يُستخدم المصطلح 'ابك' بشكل رئيسي؟
الخيارات:
أ) الحجاز
ب) مكة
ج) نجد
د) الدمام",ج
ابلش,أَبْلَشْ : أزعج و أضجر وأصبح كالشوكة في الحلق,Northern,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'ابلش' بشكل رئيسي.
السؤال: أي منطقة سعودية تُعرف باستخدام كلمة 'ابلش' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الشرق
ج) الشمال
د) أبها",ج
ابلع,كلمة تختصر الفرحة عن الفوز,Central,"المهمة: حدد الموقع الذي يتم فيه استخدام كلمة 'ابلع' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'ابلع' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) دبي
ج) الكويت
د) البحرين",أ
عذروب,تعني العيب أو النقص في الشيء الجمع عذاريب,Central,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'عذروب' بشكل أساسي.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'عذروب' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) الدمام",أ
اتمرمط,شخص تعب من كثرة العمل الفوق الطبيعي,Western,"المهمة: اختر المنطقة الأكثر ارتباطاً بكلمة 'اتمرمط'.
السؤال: في أي منطقة في السعودية يُستخدم المصطلح 'اتمرمط' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) جدة
د) الدمام",أ
ابونا,زوجي او رجلي او ابو عيالي.,General,"المهمة: حدد الموقع الأكثر شيوعاً لاستخدام كلمة 'ابونا'.
السؤال: في أي دولة يُستخدم مصطلح 'ابونا' بشكل شائع؟
الخيارات:
أ) الكويت
ب) السعودية
ج) البحرين
د) قطر",ب
