Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
الفقعسي والله,مسموعة في الزلفي وتعني استحالة تحقيق أمرك ومطلبك أو الشأن الذي يخاض به.,Central,"المهمة: وضح الثقافة المرتبطة بعبارة 'الفقعسي والله'.
السؤال: ماذا تعبر عبارة 'الفقعسي والله' عن ثقافة المجتمع النجدي؟
الخيارات:
أ) الإيجابية وعدم اليأس
ب) التحديات التي يواجهها الناس
ج) العزيمة والإصرار
د) التفاخر والاعتزاز",ب
وش موزيك, باللهجة الحايليه معناها من الذي أمرك,Northern,"المهمة: اشرح المفهوم الثقافي لعبارة (وش موزيك).
السؤال: ماذا تعكس عبارة (وش موزيك) من الثقافة الاجتماعية؟
الخيارات:
أ) الاستفهام المباشر عن مصدر الأمر أو التوجيه
ب) الترحيب بالضيف
ج) السخرية الخفيفة
د) المدح والتقدير",أ
أنت القعدة,تعني اخر العنقود من الذكور.,Central,"المهمة: فسر العبارة المتعلقة عبارة 'أنت القعدة'.
السؤال: ما الذي يشير إليه استخدام عبارة 'أنت القعدة' في الثقافة السعودية؟
الخيارات:
أ) يشير إلى اهمية التعليم.
ب) يعكس الروابط الأسرية.
ج) يدل على التقاليد القديمة.
د) يعبر عن الانفتاح على العالم.",ب
على طبطابي,يعني على مزاجي او على كيفي,Western,"المهمة: اشرح المفهوم الثقافي لعبارة (على طبطابي).
السؤال: ماذا تعكس عبارة (على طبطابي) من الثقافة الاجتماعية؟
الخيارات:
أ) حرية التصرف حسب الرغبة الشخصية
ب) الالتزام الصارم بالقوانين
ج) الطاعة المطلقة
د) المجاملة الاجتماعية",أ
الكلام اللي يجمد على الشارب,العرب الأوائل كان الشنب عندهم مهم جدا لدرجة إنهم ما يقصون منه ولا شعره عكس اللحية وهذا موجود إلى فترة قريبة في شمال الجزيرة العربية وبعض الدول العربية فإذا أراد الرجل أن يؤكد كلامه وأنه مستحيل إنه يغيره قال ( الكلام اللي يجمد على الشارب ) كناية عن الثبات على القول . . لأن شعر الشنب لا يقص أبدا .,Northern,"المهمة: اشرح المعنى الثقافي للعبارة.
السؤال: ما الذي يشير إليه تعبير 'الكلام اللي يجمد على الشارب' من الناحية الثقافية؟
الخيارات:
أ) أهمية الآراء المتغيرة
ب) أهمية الثبات في الرأي
ج) أهمية الكرم في المجتمع
د) أهمية الثقافة الفنية
الإجابة الصحيحة:",
والله منتب سهل,تقال عند الإعجاب بذكاء شخص أو دهائه، أو للتعجب من قدرته على القيام بشيء ما,General,"المهمة: كيف تعكس اللغة الأم الثقافة السعودية؟
السؤال: لماذا تُستخدم عبارة ""والله منتب سهل"" في الثقافة السعودية؟
الخيارات:
أ) للتقليل من قيمة الشخص
ب) للتعبير عن الإعجاب بذكاء أو تصرف ذكي
ج) في العتاب والغضب
د) للدعاء لشخص مريض",ب
الله الله,"تعبر هذه العبارة عن موافقة القائل لما قيل قبل قليل. و يمكن تعويضها بقوله ""صدقت"" أو ""فعلاً. هذا صحيح""",General,"المهمة: ما هو التفسير الثقافي لعبارة 'الله الله'؟
السؤال: ما الذي يدل عليه استخدام عبارة 'الله الله' في المجتمع السعودي؟
الخيارات:
أ) تعبير عن الاحتجاج
ب) تعبير عن الدهشة
ج) تعبير عن الرفض
د) تعبير عن الموافقة",د
الله لا يعوق بشر,تعني أي أن شاء الله تسير الأمور بخير,General,"المهمة: وضح المعنى الثقافي للعبارة.
السؤال: كيف تعكس عبارة 'الله لا يعوق بشر' الثقافات السعودية؟
الخيارات:
أ) تعبر عن التفاؤل والأمل
ب) تدل على التشاؤم
ج) تعكس الحذر
د) تشير إلى الإيمان بالخرافات",أ
الله يحزنا خير,الله يحزنا خير تعني الله يوجهنا للخير,General,"المهمة: أشرح المعنى الثقافي للعبارة.
السؤال: ما المعنى الثقافي لعبارة 'الله يحزنا خير' في المجتمع السعودي؟
الخيارات:
أ) تشير إلى التسليم للقضاء والقدر
ب) تعبر عن طلب العون من الله
ج) تدعو إلى التفاخر
د) تعبر عن الاستسلام",ب
أرفعه قب,بضم القاف و تسكين الباء وتأتي هذه العبارة بمعنى اسحب عليه أو طنشه,Western,"المهمة: حدد الفهم الثقافي للعبارة 'أرفعه قب'.
السؤال: كيف تعبر عبارة 'أرفعه قب' عن ثقافة التواصل السلبي في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الاحترام
ب) تعبر عن التجاهل
ج) تعبر عن الدعم
د) تعبر عن التعاطف",ب
الله يسبقبي,الرد على عبارة الله يطعني وتعني أنه يتمنى أن يأخذ الألم والمصيبة أولا وهي قريبة من معنى الله يجعل يومي قبل يومك,Southern,"المهمة: فكر في الدلالة الثقافية للعبارة.
السؤال: ما الدلالة الثقافية لعبارة 'الله يسبقبي' في المجتمع السعودي؟
الخيارات:
أ) تعكس الشجاعة والشعور بالمسؤولية
ب) تشير إلى الشفقة والتعاطف
ج) تدل على التفاؤل والأمل
د) تعبر عن الزهد والتسامح",ب
اللهم اجعل هذا البلد آمنا,"دعاء مأخوذ من آية في القران سورة البقرة آية ""وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ اجْعَلْ هَٰذَا بَلَدًا آمِنًا وَارْزُقْ أَهْلَهُ مِنَ الثَّمَرَاتِ"" في المناسبات الوطنية (مثل اليوم الوطني) يكرر المتدينون هذا الدعاء بدلا من التهنئة لأنهم مقتنعون أن الاحتفالات وتبادل التهاني بدعة ولا تجوز, وحتى لا يتهمون أنهم خوارج أو معارضين للدولة يقولون هذا الدعاء في تويتر والإعلام وواتساب إلخ أيضا الدعاء يستعمل كنوع من إعلان التضامن مع الدولة واستنكار الأعمال الإرهابية.",General,"المهمة: صف الخلفية الثقافية المتعلقة بالدعاء.
السؤال: لماذا يفضل المتدينون استخدام الدعاء 'اللهم اجعل هذا البلد آمنا' بدلاً من التهنئة في المناسبات الوطنية؟
الخيارات:
أ) لأنهم يرون في ذلك تجديد للعهد بالولاء
ب) لأنهم يفضلون الاحتفالات الشعبية
ج) لأن التهاني تعبير عن الفرح
د) لأن ذلك يتماشى مع التقاليد العامة",أ
المح ذاعك,انظر الى ذلك الشخص,General,"المهمة: تفسير العبارة في السياق الثقافي السعودي
السؤال: لماذا يُستخدم مصطلح 'المح ذاعك' في اللهجة السعودية؟
الخيارات:
أ) للتعبير عن الإعجاب
ب) لجذب الانتباه إلى شيء مهم
ج) للإشارة لنكتة
د) للتشجيع على العمل",ب
الهيس الأربد,الهيس الأربد: صفة تطلق على الشخص الكسلان، المهمل، الثقيل الحركة، الذي ليس لديه طموح.,Central,"المهمة: قم بتفسير دلالة استخدام المصطلح 'الهيس الأربد' في الثقافة السعودية.
السؤال: ما الدلالة الثقافية للعبارة 'الهيس الأربد' في المجتمع السعودي؟
الخيارات:
أ) تشير إلى الإيجابية والطموح
ب) تعبر عن التحفيز للعمل والاجتهاد
ج) تصف حالة من الكسل والإهمال
د) تدل على النجاح والتفوق",ج
الوجه الودر,الوجه القبيح الذي يجلب النكد والهم.,Central,"المهمة: صف المظاهر الثقافية المحيطة بالعبارة.
السؤال: ما هو التفسير الثقافي للعبارة 'الوجه الودر'؟
الخيارات:
أ) تشير إلى القبح والهم في المجتمع السعودي.
ب) تعبر عن الجمال الفطري في الثقافة السعودية.
ج) تدل على الفرحة والاحتفال بين الأفراد.
د) متعلقة بالمناسبات الاجتماعية في السعودية.",أ
