Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
الله يحزنا خير,الله يحزنا خير تعني الله يوجهنا للخير,General,"المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية.
 السؤال: في أي دولة تستخدم عبارة ""الله يحزنا خير"" بشكل شائع؟
 الاختيارات:
 A) السعودية 
 B) الكويت 
 C) الإمارات 
 D) البحرين",A
أرفعه قب,بضم القاف و تسكين الباء وتأتي هذه العبارة بمعنى اسحب عليه أو طنشه,Western,"المهمة: حدد المكان الذي تُستخدم فيه عبارة 'أرفعه قب' بشكل شائع.
السؤال: في أي منطقة من المناطق السعودية تُستخدم عبارة 'أرفعه قب' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
الله يسبقبي,الرد على عبارة الله يطعني وتعني أنه يتمنى أن يأخذ الألم والمصيبة أولا وهي قريبة من معنى الله يجعل يومي قبل يومك,Southern,"المهمة: حدد المكان الذي يُستخدم فيه هذا المصطلح بشكل رئيسي.
السؤال: في أي منطقة يتم استخدام عبارة 'الله يسبقبي' بشكل أكثر شيوعاً؟
الخيارات:
أ) حائل
ب) جدة
ج) أبها
د) الرياض",ج
اللهم اجعل هذا البلد آمنا,"دعاء مأخوذ من آية في القران سورة البقرة آية ""وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ اجْعَلْ هَٰذَا بَلَدًا آمِنًا وَارْزُقْ أَهْلَهُ مِنَ الثَّمَرَاتِ"" في المناسبات الوطنية (مثل اليوم الوطني) يكرر المتدينون هذا الدعاء بدلا من التهنئة لأنهم مقتنعون أن الاحتفالات وتبادل التهاني بدعة ولا تجوز, وحتى لا يتهمون أنهم خوارج أو معارضين للدولة يقولون هذا الدعاء في تويتر والإعلام وواتساب إلخ أيضا الدعاء يستعمل كنوع من إعلان التضامن مع الدولة واستنكار الأعمال الإرهابية.",General,"المهمة: حدد الدولة أو المنطقة التي تُستخدم فيها العبارة بشكل رئيسي.
السؤال: في أي دولة يُستخدم عادةً الدعاء 'اللهم اجعل هذا البلد آمنا'؟
الخيارات:
أ) البحرين
ب) الكويت
ج) المملكة العربية السعودية
د) الإمارات",ج
المح ذاعك,انظر الى ذلك الشخص,General,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: أي من الدول التالية تستخدم عبارة ""المح ذاعك"" بشكل رئيسي؟ 
الخيارات:
A) السعودية 
B) الكويت 
C) الإمارات 
D) البحرين",A
الهيس الأربد,الهيس الأربد: صفة تطلق على الشخص الكسلان، المهمل، الثقيل الحركة، الذي ليس لديه طموح.,Central,"المهمة: حدد المنطقة أو المدينة التي تستخدم فيها عبارة 'الهيس الأربد' بشكل أكثر شيوعاً.
السؤال: أين تُستخدم عبارة 'الهيس الأربد' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام",أ
الوجه الودر,الوجه القبيح الذي يجلب النكد والهم.,Central,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام مصطلح 'الوجه الودر'.
السؤال: أين يُستخدم المصطلح 'الوجه الودر' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيم",أ
امّا حبا ولا برك,اما يتقدم حبواً، بشكل بطيء، او يبرك، اي يتوقف في مكانه. بمعنى انه اما يقدم اقل المطلوب او لا يقدم شيء تقال عادة للشخص الذي لا يوجد حل وسط عنده.,General,"المهمة: حدد الموقع الذي يستخدم فيه المصطلح بشكل شائع.
السؤال: في أي دولة يُستخدم المصطلح 'امّا حبا ولا برك' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) الكويت
د) البحرين",أ
انحي راسك,اقول روح وراك وتلحق وراه,Western,"المهمة: حدد أين يُستخدم هذا المصطلح بشكل شائع.
السؤال: في أي منطقة سعودية تستخدم عبارة 'انحي راسك' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) مكة
ج) الدمام
د) جدة",ب
ما صفطناكم,ما شبعنا منكم,Western,"المهمة: حدد المكان الذي يُكثر فيه استخدام عبارة 'ما صفطناكم'.
السؤال: في أي مدينة سعودية يُستخدم مصطلح 'ما صفطناكم' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
الموضوع تسايد,الموضوع كبير,Central,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام كلمة 'الموضوع تسايد'.
السؤال: في أي منطقة سعودية تكون عبارة 'الموضوع تسايد' الأكثر استخداماً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
اها عاد,كلمة تقال عند الحساويه وتعني (هيا بسرعه ) او بالعاميه يالله بسرعه,Eastern,"المهمة: حدد المنطقة التي تُستخدم فيها العبارة بشكل رئيسي.
السؤال: أي منطقة سعودية تُستخدم فيها عبارة 'اها عاد'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الأحساء
د) الدمام",ج
اهب ياوجهه,تعني انك تروح لشخص وتشوف معه مال او شيء وتقول له اهب يا وجهه يعني انت هنا تقصد انك تعطيه عين والعين هي من العين والحسد,General,"المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: في أي بلد تُستخدم عبارة ""اهب يا وجهه"" بشكل أساسي؟ 
الخيارات: 
A) السعودية 
B) الكويت 
C) الإمارات 
D) البحرين",A
اهرج,اتكلم,Western,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'اهرج'.
السؤال: في أي منطقة سعودية تستخدم كلمة 'اهرج' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
اولااه,هي كلمة ترجي أو إستعطاف ( تقابل تكفى ).,Central,"المهمة: حدد المنطقة التي يستخدم فيها المصطلح 'اولااه' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'اولااه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الوسطى
ب) الشمال
ج) الجنوب
د) الغرب",أ
اُولّه,تستخدم في حال حدوث شي مفاجئ مثل كي لاكن تكون كتعجب,Central,"المهمة: حدد المكان الذي يُستخدم فيه 'اُولّه' بشكل متميز.
السؤال: في أي منطقة من المملكة العربية السعودية يُستخدم المصطلح 'اُولّه' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) حائل
ج) الدمام
د) مكة",أ
اويل ويلي ويلاه,تقال عند المصيبة مثل عندما تقابل صديقك النشبه الي غصب يقلط و انت طفران جداً,Central,"المهمة: حدد المنطقة حيث تُستخدم عبارة 'اويل ويلي ويلاه' بشكل شائع.
السؤال: أي منطقة في السعودية تستخدم عبارة 'اويل ويلي ويلاه' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",أ
ايش بامك انت,ايش بامك انت هي كلمة جداوية تعني ماذا بك او ماذا تريد,Western,"المهمة: حدد المنطقة التي يُستخدم فيها هذا المصطلح بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'ايش بامك انت' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",ب
ايش بك,ماذا دهاك,General,"المهمة: حدد الموقع الذي يتم فيه استخدام العبارة 'ايش بك'.
السؤال: في أي منطقة من المملكة العربية السعودية تستخدم العبارة 'ايش بك' بشكل شائع؟
الخيارات:
A) السعودية 
B) الكويت 
C) الإمارات 
D) البحرين",A
ب خشم الريال,"عبارة جديدة دارجة وشائعة في المجتمع السعودي: ولو فككنا الكلمة وإظهارنا معناها الحرفي، سيبدو لنا التالي: خشم: تعني أنف الريال: هي العملة السعودية ""أنف الريال""؟ >> غير مفهومة؟! المعنى المجازي: هو: أي رغم أنف من لا يرضى، نشتري أي شيء نريده ب المال (الريال)",General,"المهمة: تحديد المكان الذي يُستخدم فيه المصطلح 'ب خشم الريال'.
السؤال: في أي منطقة سعودية يستخدم التعبير 'ب خشم الريال' بشكل شائع؟
الخيارات:
A) الإمارات
B) الكويت 
C) السعودية 
D) البحرين",C
بارد صارد,صفة تطلق على الطعام الذي استمر فترة طويلة بعد إعداده ولم يتم تناوله نظراً لانشغال متناوليه في أمر ما.,Western,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام عبارة 'بارد صارد'.
السؤال: أين يُستخدم المصطلح 'بارد صارد' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) حائل",ب
زردمت سبدي,زردمت سبدي اي الشعور بالغثيان,Central,"المهمة: حدد المكان الذي يستخدم فيه مصطلح 'زردمت سبدي' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'زردمت سبدي'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",أ
